"","PRIM_STATE","AREA_TYPE","NAICS","NAICS_TITLE","OCC_CODE","OCC_TITLE","O_GROUP","TOT_EMP","EMP_PRSE","H_MEAN","A_MEAN","MEAN_PRSE"
"13976","WI","2","000000","Cross-industry","33-3012","Correctional Officers and Jailers","detailed",6520,0.5,22.14,46040,0.8
"13977","WY","2","000000","Cross-industry","33-3012","Correctional Officers and Jailers","detailed",850,2.8,22.23,46240,1.4
"13978","AL","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",1130,0.7,33.89,70490,2.4
"13979","AK","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",100,4,60.74,126340,3.9
"13980","AZ","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",5700,0.7,41.25,85790,2.8
"13981","AR","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",530,6.5,32.54,67670,6.7
"13982","CA","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",12140,0.8,53.6,111480,2.2
"13983","CO","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",1770,0.3,44.88,93360,1.9
"13984","CT","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",930,4.3,45.5,94640,1.1
"13985","FL","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",6700,1.7,38.64,80360,2.7
"13986","GA","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",3650,2.1,34.01,70740,3.6
"13987","HI","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",430,0,54.4,113150,2.2
"13988","ID","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",470,9.2,34.04,70810,4.2
"13989","IL","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",2800,3.1,43.82,91140,3.5
"13990","IN","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",840,4.1,34.76,72300,1.3
"13991","IA","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",400,1.6,38.34,79740,2.7
"13992","KS","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",920,4.8,31.28,65050,1.8
"13993","KY","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",630,6.7,36.91,76770,1.8
"13994","LA","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",1670,3.2,31.95,66450,2.2
"13995","ME","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",550,1.9,36.71,76360,1.1
"13996","MD","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",910,0.5,54.57,113500,1.6
"13997","MA","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",1410,1.5,49.34,102630,6.4
"13998","MI","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",2040,2.2,44.53,92620,4.3
"13999","MN","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",1280,1.8,39.71,82600,3.6
"14000","MS","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",780,2.6,32.48,67550,4.6
"14001","MO","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",1910,12.8,35.51,73870,6
"14002","MT","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",430,1,40.78,84820,1.1
"14003","NE","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",380,1.2,37.12,77200,4.8
"14004","NV","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",610,0.4,42.85,89130,1.6
"14005","NH","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",360,2.6,40.5,84240,1.4
"14006","NJ","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",3150,3.3,51.02,106120,2.3
"14007","NM","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",1650,1,38.47,80010,2.8
"14008","NY","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",9140,0.3,46.63,97000,2.2
"14009","NC","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",2790,2.8,31.28,65060,4.3
"14010","ND","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",340,3.4,38.7,80500,1.1
"14011","OH","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",1960,2.1,39.58,82320,1.1
"14012","OK","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",940,3.1,33.37,69410,1.3
"14013","OR","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",550,2.1,46.47,96660,2.8
"14014","PA","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",2860,1.6,43.82,91140,2.1
"14015","RI","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",340,3.6,42.78,88990,3.5
"14016","SC","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",1400,2.9,29.92,62240,1.4
"14017","SD","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",220,1.2,34.3,71350,1.2
"14018","TN","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",1610,1.7,35.25,73320,0.9
"14019","TX","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",17400,0.5,39.39,81920,0.9
"14020","UT","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",350,1.8,39.7,82570,2
"14021","VT","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",200,2.4,43.87,91250,1.9
"14022","VA","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",3060,1.4,50.01,104030,1
"14023","WA","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",1760,2.7,50.46,104960,2.3
"14024","WV","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",190,1.5,44.09,91710,3.1
"14025","WI","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",1310,1.2,39.81,82800,1.2
"14026","WY","2","000000","Cross-industry","33-3021","Detectives and Criminal Investigators","detailed",150,3.3,40.57,84390,1.5
"14027","AZ","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",270,4.4,20.32,42260,1
"14028","CA","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",350,1.5,42.38,88150,0.8
"14029","CT","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",80,2.1,28.11,58470,3
"14030","FL","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",900,0.5,13.69,28460,0.8
"14031","GA","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",220,2.4,29.49,61340,1
"14032","IL","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",170,4.3,38.33,79730,2.4
"14033","IN","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",160,0,33.42,69510,1.4
"14034","IA","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",120,2,35.04,72890,0.9
"14035","ME","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",150,3.4,29.64,61660,2.7
"14036","MA","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",40,22.1,30.97,64410,4.4
"14037","MI","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",220,4.3,29.42,61190,1.5
"14038","MN","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",150,4.4,34.31,71360,4.4
"14039","MS","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",40,0,22.34,46460,2.4
"14040","MO","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",220,4.2,25.18,52370,3.2
"14041","MT","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",100,6.9,25.11,52220,1.5
"14042","NV","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",40,5.1,29.98,62360,2.7
"14043","NY","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",400,1.1,32.2,66980,0.9
"14044","NC","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",190,2.8,25.18,52380,0.7
"14045","ND","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",60,13.7,28.11,58470,3.3
"14046","OH","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",140,1,34.24,71230,0.7
"14047","OK","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",200,0.2,23.04,47920,1.8
"14048","SD","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",120,0.5,23.41,48690,1.6
"14049","TN","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",350,0.1,33.48,69640,1
"14050","TX","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",480,0.5,31.06,64600,0.8
"14051","VT","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",40,0,30.57,63580,2.7
"14052","VA","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",200,1.4,24.8,51580,1.5
"14053","WA","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",110,5.4,37.18,77330,2.1
"14054","WV","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",120,0,24.83,51640,1.1
"14055","WI","2","000000","Cross-industry","33-3031","Fish and Game Wardens","detailed",190,1.8,27.64,57490,0.9
"14056","AL","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",40,2.7,17.54,36480,2.9
"14057","AZ","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",40,0.5,17.93,37300,2.4
"14058","CA","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",1190,2.8,28.46,59190,4.4
"14059","CT","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",70,13.7,25.19,52390,3.2
"14060","DE","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",40,0,20.49,42610,2.4
"14061","FL","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",440,8.8,20.61,42880,2.9
"14062","GA","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",70,17.2,13.23,27530,3.6
"14063","HI","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",30,0,18.06,37560,2.2
"14064","IL","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",420,9.8,23.57,49020,4.4
"14065","IN","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",140,30.9,16.32,33940,2.3
"14066","IA","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",50,7.1,20.47,42580,2.5
"14067","LA","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",100,5.6,17.41,36210,3.3
"14068","ME","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",40,4.1,17.01,35380,3.9
"14069","MD","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",190,29.6,23.02,47880,5
"14070","MA","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",370,4.5,23.83,49560,3.7
"14071","MI","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",240,7.2,16.74,34810,3
"14072","MN","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",40,6.6,19.68,40940,2.7
"14073","MO","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",50,12.4,18.89,39290,2.4
"14074","NV","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",70,1.7,21.12,43940,2
"14075","NH","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",60,7.6,18.32,38110,2.1
"14076","NJ","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",410,14.6,19,39520,2.2
"14077","NY","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",530,9.6,22.91,47650,2.8
"14078","NC","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",60,14,15.94,33150,3.8
"14079","OH","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",120,4.6,20.03,41650,3.8
"14080","OK","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",30,12.1,24.1,50140,8.7
"14081","OR","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",120,1.5,24.49,50930,4
"14082","PA","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",530,7.6,18.69,38880,4.1
"14083","RI","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",40,0,17.99,37420,3.8
"14084","SC","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",100,1.6,14.75,30680,3.5
"14085","TX","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",390,5.9,15.84,32940,1.5
"14086","UT","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",70,5.8,17.52,36430,3.1
"14087","VT","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",40,20.4,19.28,40100,1.9
"14088","VA","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",270,24,17.41,36210,3.9
"14089","WA","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",240,5.5,29.44,61240,5.7
"14090","WV","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",50,14.5,12.13,25240,2.8
"14091","WI","2","000000","Cross-industry","33-3041","Parking Enforcement Workers","detailed",110,0.6,21.63,44980,2.9
"14092","AL","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",11820,2.5,22.86,47550,1.1
"14093","AK","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",1200,3.9,42.37,88120,4.6
"14094","AZ","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",11500,2.4,32.57,67750,1.8
"14095","AR","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",5910,3.3,20.45,42530,2.7
"14096","CA","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",74310,1.5,51.65,107440,1.1
"14097","CO","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",10030,1,37.61,78230,1.2
"14098","CT","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",6100,2.3,36.34,75590,0.8
"14099","DE","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",1800,0.8,37.02,77010,1.3
"14100","DC","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",5490,0,38.27,79600,2.4
"14101","FL","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",38580,2.1,30.13,62680,1.1
"14102","GA","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",21870,6,22.54,46870,1.3
"14103","HI","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",2470,0,39.17,81460,2.5
"14104","ID","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",2740,5.6,27.36,56910,1.6
"14105","IL","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",29190,3.8,37.72,78450,2.5
"14106","IN","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",11860,2.2,28.46,59200,1.7
"14107","IA","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",4760,2.4,29.87,62130,1
"14108","KS","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",5750,4.2,24.09,50100,1.9
"14109","KY","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",6270,4.4,21.81,45370,1.7
"14110","LA","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",10700,1.8,21.01,43700,1.8
"14111","ME","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",1940,4.2,26.71,55570,1.3
"14112","MD","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",12570,0.8,35.43,73700,1.7
"14113","MA","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",15720,1.3,36.19,75280,1.9
"14114","MI","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",16220,2.2,28.99,60290,1
"14115","MN","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",9490,2.6,35.75,74370,1.6
"14116","MS","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",7780,4.3,17.89,37210,1.2
"14117","MO","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",14260,4.1,27.15,56480,2.6
"14118","MT","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",1690,2.2,27.65,57510,1
"14119","NE","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",3130,3.5,28.91,60140,2.1
"14120","NV","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",5230,0.6,36.34,75590,2.7
"14121","NH","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",2730,2.8,29.18,60690,1
"14122","NJ","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",23860,4.7,43.61,90700,1
"14123","NM","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",4350,2,26.52,55170,1.4
"14124","NY","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",55590,0.5,38.56,80210,1.5
"14125","NC","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",21000,2.6,23.31,48480,2.1
"14126","ND","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",1410,10,29.72,61820,1.5
"14127","OH","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",23700,2.4,31.51,65540,1.9
"14128","OK","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",6820,3.3,23.59,49070,2.5
"14129","OR","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",5090,2,36.22,75330,1.6
"14130","PA","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",27590,2,34.12,70970,1.3
"14131","RI","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",1870,4.9,31.24,64970,1.4
"14132","SC","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",10650,3.5,21.71,45160,0.7
"14133","SD","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",1730,4.8,24.5,50960,2.3
"14134","TN","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",12330,1.7,22.81,47450,1.7
"14135","TX","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",57830,1,31.56,65640,1.3
"14136","UT","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",4850,3.7,28.58,59450,1.3
"14137","VT","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",1200,7.3,27.51,57230,2
"14138","VA","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",17480,5.6,28.94,60190,1.8
"14139","WA","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",9090,2,39.78,82740,1.2
"14140","WV","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",3110,5.6,21.92,45590,1.1
"14141","WI","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",11120,2.5,31.71,65950,1.8
"14142","WY","2","000000","Cross-industry","33-3051","Police and Sheriff's Patrol Officers","detailed",1160,3.6,27.87,57960,1.1
"14143","CA","2","000000","Cross-industry","33-3052","Transit and Railroad Police","detailed",460,40.5,31.99,66540,7.2
"14144","FL","2","000000","Cross-industry","33-3052","Transit and Railroad Police","detailed",120,3.5,31.18,64840,3.8
"14145","GA","2","000000","Cross-industry","33-3052","Transit and Railroad Police","detailed",30,29.1,33.84,70380,9.3
"14146","IL","2","000000","Cross-industry","33-3052","Transit and Railroad Police","detailed",170,22.8,37.39,77770,3.9
"14147","NJ","2","000000","Cross-industry","33-3052","Transit and Railroad Police","detailed",120,8.5,36.69,76320,3.5
"14148","NY","2","000000","Cross-industry","33-3052","Transit and Railroad Police","detailed",1600,5.8,33.77,70230,5
"14149","OH","2","000000","Cross-industry","33-3052","Transit and Railroad Police","detailed",180,13.3,37.42,77840,4.4
"14150","PA","2","000000","Cross-industry","33-3052","Transit and Railroad Police","detailed",40,7.6,30.65,63750,5.1
"14151","TX","2","000000","Cross-industry","33-3052","Transit and Railroad Police","detailed",100,30.5,31.64,65820,11.1
"14152","AL","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",220,2.9,16.63,34590,0.8
"14153","AK","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",40,15.3,26.91,55970,3.1
"14154","AZ","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",240,7.6,18.59,38660,1.5
"14155","AR","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",150,8.5,14.58,30320,1.7
"14156","CA","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",1350,15.1,26.4,54910,1.9
"14157","CO","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",200,5.2,24.18,50290,1.4
"14158","CT","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",180,5.7,24.85,51690,1.8
"14159","FL","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",450,4.9,18.64,38770,1.9
"14160","GA","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",550,4.5,16.12,33540,1.1
"14161","ID","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",40,8.3,18.34,38140,2.1
"14162","IL","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",550,27.7,17.13,35630,2.4
"14163","IN","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",240,4.6,16.88,35120,1.6
"14164","IA","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",100,16.4,17.2,35770,4.1
"14165","KS","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",160,14.3,17.16,35690,2.3
"14166","KY","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",210,9.7,13.65,28380,1.9
"14167","LA","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",190,6.2,15.52,32280,2.3
"14168","ME","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",100,12.9,18.34,38140,6.3
"14169","MA","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",300,5.8,24.16,50260,1.6
"14170","MI","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",200,4.8,19.9,41390,1.2
"14171","MN","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",50,22.3,21.85,45440,3
"14172","MS","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",120,8.4,14.22,29580,2.2
"14173","MO","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",200,6.7,17.69,36800,2
"14174","MT","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",40,8,18.71,38920,1.8
"14175","NE","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",30,26.2,18.73,38950,6.1
"14176","NV","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",80,4.2,25.38,52800,1.8
"14177","NH","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",50,11,18.5,38490,3.1
"14178","NJ","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",440,18.1,20.47,42570,5.5
"14179","NM","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",150,5.2,15.83,32920,1.5
"14180","NY","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",770,3.8,19.77,41120,1.2
"14181","NC","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",390,5.9,17.39,36180,1.5
"14182","OH","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",430,10.2,17.11,35600,2.5
"14183","OK","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",230,9.4,15.99,33260,2.4
"14184","OR","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",40,5.9,25.56,53170,1.9
"14185","PA","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",130,4.3,22.23,46230,1.7
"14186","RI","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",70,6.5,22.77,47370,2.3
"14187","SC","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",200,4.9,16.72,34780,1.9
"14188","SD","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",40,6.5,15.43,32100,3.5
"14189","TN","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",320,6.3,17.04,35440,2.1
"14190","TX","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",1220,3.5,18.25,37970,0.8
"14191","UT","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",180,4.6,18.49,38460,1.7
"14192","VA","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",330,2.9,19.73,41040,1.3
"14193","WA","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",220,26.9,25.76,53580,2.2
"14194","WV","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",80,16,13.84,28780,3.6
"14195","WI","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",90,21.9,18.69,38870,5.5
"14196","WY","2","000000","Cross-industry","33-9011","Animal Control Workers","detailed",40,13.5,19.81,41210,4.5
"14197","AK","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",60,5.2,34.69,72150,4.9
"14198","AZ","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",390,21.3,23.38,48620,9.2
"14199","AR","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",140,8.1,37.49,77980,6.1
"14200","CA","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",3340,24.4,33.82,70350,4.2
"14201","CO","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",470,8.2,25.82,53700,4.2
"14202","CT","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",530,26.7,28.04,58320,6.9
"14203","DE","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",320,4.6,32.99,68620,4
"14204","DC","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",70,41.7,30.3,63030,9.3
"14205","GA","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",920,11,28.68,59660,5.9
"14206","HI","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",50,6.8,28.01,58250,3.5
"14207","ID","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",60,15.6,28.26,58780,4
"14208","IL","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",1760,42.6,31.57,65670,2.5
"14209","IN","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",450,24.4,19.47,40490,2.9
"14210","KS","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",110,43.9,27.91,58060,5.6
"14211","KY","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",240,11.9,22.75,47320,4.5
"14212","LA","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",450,25.4,23.85,49610,3.5
"14213","MD","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",660,22.8,28.89,60090,8.7
"14214","MI","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",750,7.4,23.88,49660,5
"14215","MS","2","000000","Cross-industry","33-9021","Private Detectives and Investigators","detailed",130,19.1,26.69,55520,6.6
